function_name,file,line_number,return_type,category,subcategory,fuzzing_priority,complexity,is_public_api,is_static,description,full_signature, fuzzed
cfOpen,test6.c,607,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int cfOpen(, False
cfRandomness,test6.c,699,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int cfRandomness(sqlite3_vfs *pCfVfs, int nByte, char *zBufOut){", False
cfRead,test6.c,405,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int cfRead(, False
cfSectorSize,test6.c,538,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int cfSectorSize(sqlite3_file *pFile){, False
cfShmBarrier,test6.c,552,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void cfShmBarrier(sqlite3_file *pFile){, False
cfShmMap,test6.c,560,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int cfShmMap(, False
cfShmUnmap,test6.c,556,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int cfShmUnmap(sqlite3_file *pFile, int delFlag){", False
cfSleep,test6.c,703,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int cfSleep(sqlite3_vfs *pCfVfs, int nMicro){", False
cfSync,test6.c,469,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int cfSync(sqlite3_file *pFile, int flags){", False
cfTruncate,test6.c,457,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int cfTruncate(sqlite3_file *pFile, sqlite_int64 size){", False
cfWrite,test6.c,429,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int cfWrite(, False
changes,func.c,626,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void changes(, False
charFunc,func.c,1299,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void charFunc(, False
checkListProperties,notify.c,57,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void checkListProperties(sqlite3 *db){, False
checkMutexEnd,mutex.c,84,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int checkMutexEnd(void){, False
checkMutexEnter,mutex.c,154,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void checkMutexEnter(sqlite3_mutex *p){, False
checkMutexHeld,mutex.c,69,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int checkMutexHeld(sqlite3_mutex *p){, False
checkMutexInit,mutex.c,80,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int checkMutexInit(void){, False
checkMutexLeave,mutex.c,178,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void checkMutexLeave(sqlite3_mutex *p){, False
checkMutexNotheld,mutex.c,72,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int checkMutexNotheld(sqlite3_mutex *p){, False
checkMutexTry,mutex.c,170,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int checkMutexTry(sqlite3_mutex *p){, False
circle_del,test_rtree.c,45,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void circle_del(void *p){, False
circle_geom,test_rtree.c,52,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int circle_geom(, False
circle_query_func,test_rtree.c,164,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int circle_query_func(sqlite3_rtree_query_info *p){, False
clearYMD_HMS_TZ,date.c,369,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void clearYMD_HMS_TZ(DateTime *p);  /* Forward declaration */, False
clearYMD_HMS_TZ,date.c,518,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void clearYMD_HMS_TZ(DateTime *p){, False
closeIncrblobChannels,tclsqlite.c,250,void,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static void closeIncrblobChannels(SqliteDb *pDb){, False
closePendingFds,os_unix.c,1471,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void closePendingFds(unixFile *pFile){, False
closeTransaction,test_journal.c,238,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void closeTransaction(jt_file *p){, False
closeUnixFile,os_unix.c,2291,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int closeUnixFile(sqlite3_file *id){, False
closeUnixFile,os_unix.c,2396,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,return closeUnixFile(id);, False
closeUnixFile,os_unix.c,2575,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,return closeUnixFile(id);, False
closeUnixFile,os_unix.c,2756,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,return closeUnixFile(id);, False
codeAllEqualityTerms,wherecode.c,892,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int codeAllEqualityTerms(, False
codeApplyAffinity,wherecode.c,457,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static void codeApplyAffinity(Parse *pParse, int base, int n, char *zAff){", False
codeAttach,attach.c,346,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void codeAttach(, False
codeCursorHint,wherecode.c,1146,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void codeCursorHint(, False
codeCursorHintCheckExpr,wherecode.c,1053,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,"static int codeCursorHintCheckExpr(Walker *pWalker, Expr *pExpr){", False
codeCursorHintFixExpr,wherecode.c,1115,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,"static int codeCursorHintFixExpr(Walker *pWalker, Expr *pExpr){", False
codeCursorHintIsOrFunction,wherecode.c,1080,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,"static int codeCursorHintIsOrFunction(Walker *pWalker, Expr *pExpr){", False
codeDeferredSeek,wherecode.c,1276,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void codeDeferredSeek(, False
codeEqualityTerm,wherecode.c,803,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int codeEqualityTerm(, False
codeExprOrVector,wherecode.c,1320,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,"static void codeExprOrVector(Parse *pParse, Expr *p, int iReg, int nReg){", False
compare2pow63,util.c,765,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static int compare2pow63(const char *zNum, int incr){", False
compileoptiongetFunc,func.c,1066,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void compileoptiongetFunc(, False
compileoptionusedFunc,func.c,1042,void,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static void compileoptionusedFunc(, False
computeFloor,date.c,306,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void computeFloor(DateTime *p){, False
computeHMS,date.c,494,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void computeHMS(DateTime *p){, False
computeJD,date.c,260,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void computeJD(DateTime *p){, False
computeYMD,date.c,465,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void computeYMD(DateTime *p){, False
computeYMD_HMS,date.c,510,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void computeYMD_HMS(DateTime *p){, False
concatFunc,func.c,1708,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void concatFunc(, False
concatFuncCore,func.c,1663,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void concatFuncCore(, False
concatwsFunc,func.c,1723,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void concatwsFunc(, False
connectionIsBusy,main.c,1232,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int connectionIsBusy(sqlite3 *db){, False
countFinalize,func.c,2073,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void countFinalize(sqlite3_context *context){, False
countInverse,func.c,2079,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void countInverse(sqlite3_context *ctx, int argc, sqlite3_value **argv){", False
countLookasideSlots,status.c,176,u32,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static u32 countLookasideSlots(LookasideSlot *p){, False
countStep,func.c,2057,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,"static void countStep(sqlite3_context *context, int argc, sqlite3_value **argv){", False
counterFunc,test_func.c,239,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void counterFunc(, False
counterMutexAlloc,test_mutex.c,396,return,Other,Unknown,Low,Medium,False,False,Unknown function in Other subsystem,return counterMutexAlloc(iMutex);, False
counterMutexEnd,test_mutex.c,77,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int counterMutexEnd(void){, False
counterMutexEnter,test_mutex.c,124,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void counterMutexEnter(sqlite3_mutex *p){, False
counterMutexHeld,test_mutex.c,52,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int counterMutexHeld(sqlite3_mutex *p){, False
counterMutexInit,test_mutex.c,66,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int counterMutexInit(void){, False
counterMutexLeave,test_mutex.c,146,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void counterMutexLeave(sqlite3_mutex *p){, False
counterMutexNotheld,test_mutex.c,57,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int counterMutexNotheld(sqlite3_mutex *p){, False
counterMutexTry,test_mutex.c,135,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int counterMutexTry(sqlite3_mutex *p){, False
createCollation,main.c,2834,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int createCollation(, False
createFunctionApi,main.c,2057,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int createFunctionApi(, False
createFunctionApi,main.c,2118,return,Other,Unknown,Low,Medium,False,False,Unknown function in Other subsystem,"return createFunctionApi(db, zFunc, nArg, enc, p, xSFunc, xStep,", False
createFunctionApi,main.c,2132,return,Other,Unknown,Low,Medium,False,False,Unknown function in Other subsystem,"return createFunctionApi(db, zFunc, nArg, enc, p, xSFunc, xStep,", False
createFunctionApi,main.c,2147,return,Other,Unknown,Low,Medium,False,False,Unknown function in Other subsystem,"return createFunctionApi(db, zFunc, nArg, enc, p, 0, xStep,", False
createIncrblobChannel,tclsqlite.c,457,int,Other,Unknown,Low,High,False,True,Unknown function in Other subsystem,static int createIncrblobChannel(, False
createModule,vtab.c,87,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int createModule(, False
createModule,vtab.c,117,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return createModule(db, zName, pModule, pAux, 0);", False
createModule,vtab.c,133,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,"return createModule(db, zName, pModule, pAux, xDestroy);", False
ctimeFunc,date.c,1572,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void ctimeFunc(, False
ctimestampFunc,date.c,1709,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void ctimestampFunc(, False
cubeFunc,test_autoext.c,48,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void cubeFunc(, False
cube_geom,test_rtree.c,388,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int cube_geom(, False
cube_init,test_autoext.c,60,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int cube_init(, False
cume_distInvFunc,window.c,386,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void cume_distInvFunc(, False
cume_distStepFunc,window.c,373,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void cume_distStepFunc(, False
cume_distValueFunc,window.c,397,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void cume_distValueFunc(sqlite3_context *pCtx){, False
currentTimeFunc,date.c,1731,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void currentTimeFunc(, False
databaseName,main.c,4891,return,Other,Unknown,Low,Low,False,False,Unknown function in Other subsystem,return databaseName(zFilename);, False
dateFunc,date.c,1292,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void dateFunc(, False
datedebugFunc,date.c,1771,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void datedebugFunc(, False
datetimeError,date.c,249,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void datetimeError(DateTime *p){, False
datetimeFunc,date.c,1190,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void datetimeFunc(, False
daysAfterJan01,date.c,1333,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int daysAfterJan01(DateTime *pDate){, False
daysAfterMonday,date.c,1353,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int daysAfterMonday(DateTime *pDate){, False
daysAfterSunday,date.c,1366,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int daysAfterSunday(DateTime *pDate){, False
dbEvalFinalize,tclsqlite.c,1821,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void dbEvalFinalize(DbEvalContext *p){, False
dbEvalInit,tclsqlite.c,1660,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void dbEvalInit(, False
dbEvalRowInfo,tclsqlite.c,1684,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void dbEvalRowInfo(, False
dbEvalStep,tclsqlite.c,1757,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int dbEvalStep(DbEvalContext *p){, False
dbPrepare,tclsqlite.c,1348,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int dbPrepare(, False
dbPrepareAndBind,tclsqlite.c,1383,int,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static int dbPrepareAndBind(, False
dbReleaseColumnNames,tclsqlite.c,1636,void,Other,Unknown,Low,Medium,False,True,Unknown function in Other subsystem,static void dbReleaseColumnNames(DbEvalContext *p){, False
dbReleaseStmt,tclsqlite.c,1564,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void dbReleaseStmt(, False
debugMutexEnd,mutex_noop.c,102,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int debugMutexEnd(void){ return SQLITE_OK; }, False
debugMutexEnter,mutex_noop.c,163,void,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static void debugMutexEnter(sqlite3_mutex *pX){, False
debugMutexHeld,mutex_noop.c,89,int,Other,Unknown,Low,Low,False,True,Unknown function in Other subsystem,static int debugMutexHeld(sqlite3_mutex *pX){, False
